Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,4.84848,4.84848,4.65909,4.65909,2.797046,2145924
2008-01-03,4.54545,4.58333,4.2803,4.43182,2.660607,29518104
2008-01-04,4.4697,4.4697,4.35606,4.35606,2.615125,8061372
2008-01-07,4.2803,4.39394,4.2803,4.35606,2.615125,1232484
2008-01-08,4.35606,4.54545,4.35606,4.50758,2.706089,13978932
2008-01-09,4.4697,4.58333,4.4697,4.54545,2.7288240000000004,8765988
2008-01-10,4.58333,4.58333,4.39394,4.4697,2.683347,15158088
2008-01-11,4.4697,4.58333,4.43182,4.43182,2.660607,7921716
2008-01-14,4.43182,4.4697,4.2803,4.35606,2.615125,2794044
2008-01-15,4.39394,4.39394,4.12879,4.20455,2.524167,6614652
2008-01-16,4.01515,4.12879,3.7424199999999996,3.7878800000000004,2.274023,33423456
2008-01-17,3.7878800000000004,4.09091,3.7878800000000004,4.01515,2.410462,13075920
2008-01-18,3.86364,4.09091,3.86364,4.01515,2.410462,12942732
2008-01-21,4.01515,4.16667,3.9015199999999997,3.93939,2.36498,8920956
2008-01-22,3.82576,3.93939,3.77273,3.7878800000000004,2.274023,7116648
2008-01-23,3.9015199999999997,3.9015199999999997,3.7575800000000004,3.7575800000000004,2.255832,14317776
2008-01-24,3.7878800000000004,3.93939,3.7878800000000004,3.7878800000000004,2.274023,9655668
2008-01-25,3.9015199999999997,4.24242,3.86364,4.20455,2.524167,12834492
2008-01-28,4.09091,4.12879,3.9015199999999997,4.09091,2.4559439999999997,10110012
2008-01-29,4.12879,4.12879,3.97727,4.12879,2.478685,2348016
2008-01-30,4.09091,4.09091,3.86364,4.01515,2.410462,14126112
2008-01-31,4.01515,4.12879,3.93939,4.09091,2.4559439999999997,14808024
2008-02-01,4.24242,4.58333,4.24242,4.50758,2.706089,32942052
2008-02-04,4.696969999999999,4.73485,4.58333,4.65909,2.797046,22609884
2008-02-05,4.65909,4.65909,4.43182,4.50758,2.706089,14439744
2008-02-06,4.35606,4.50758,4.35606,4.4697,2.683347,2200308
2008-02-07,4.50758,4.50758,4.4697,4.4697,2.683347,951324
2008-02-08,4.50758,4.81061,4.50758,4.73485,2.8425290000000003,10707312
2008-02-11,4.73485,4.73485,4.62121,4.62121,2.774306,3832884
2008-02-12,4.73485,4.88636,4.696969999999999,4.88636,2.9334860000000003,19257876
2008-02-13,4.96212,5.15152,4.96212,5.07576,3.047191,40414176
2008-02-14,5.22727,5.34091,4.96212,5.0,3.001709,17765616
2008-02-15,4.96212,5.0,4.84848,4.92424,2.956227,14318568
2008-02-18,4.92424,4.92424,4.84848,4.92424,2.956227,8583168
