Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,28.25,28.25,27.75,27.75,12.488486,178300
2008-01-03,27.75,27.75,27.25,27.5,12.375976,429400
2008-01-04,27.5,27.75,27.25,27.25,12.263467,121000
2008-01-07,27.25,27.25,27.0,27.0,12.150957,399600
2008-01-08,27.25,27.25,27.0,27.25,12.263467,166700
2008-01-09,27.0,27.5,27.0,27.5,12.375976,393200
2008-01-10,27.25,27.25,27.0,27.0,12.150957,395900
2008-01-11,27.25,27.25,27.0,27.25,12.263467,203300
2008-01-14,27.0,27.25,27.0,27.25,12.263467,1456300
2008-01-15,27.5,27.5,27.25,27.5,12.375976,590500
2008-01-16,27.0,27.25,26.75,27.25,12.263467,2301100
2008-01-17,27.0,27.25,26.75,27.25,12.263467,467800
2008-01-18,27.0,27.5,27.0,27.5,12.375976,439100
2008-01-21,27.25,28.0,27.25,27.75,12.488486,1876100
2008-01-22,27.25,27.5,27.0,27.25,12.263467,767600
2008-01-23,27.75,27.75,27.25,27.25,12.263467,714400
2008-01-24,27.25,27.75,27.25,27.75,12.488486,1246400
2008-01-25,28.0,28.75,28.0,28.25,12.713503,1508400
2008-01-28,28.25,28.75,28.0,28.75,12.938521000000001,1112400
2008-01-29,28.75,28.75,28.25,28.5,12.826013,515100
2008-01-30,28.5,29.75,28.5,29.25,13.163538,2059100
2008-01-31,29.75,29.75,29.0,29.0,13.05103,207700
2008-02-01,29.0,29.5,29.0,29.25,13.163538,458200
2008-02-04,29.75,29.75,28.75,28.75,12.938521000000001,707900
2008-02-05,28.75,29.5,28.75,29.25,13.163538,306400
2008-02-06,29.0,29.5,28.75,29.25,13.163538,941900
2008-02-07,29.0,29.0,29.0,29.0,13.05103,132200
2008-02-08,29.0,29.25,29.0,29.25,13.163538,124600
2008-02-11,29.0,29.25,29.0,29.0,13.05103,106800
2008-02-12,29.25,29.75,29.0,29.0,13.05103,455200
2008-02-13,29.0,29.75,29.0,29.5,13.276047,404900
2008-02-14,29.75,30.25,29.25,29.5,13.276047,2181600
2008-02-15,29.0,29.25,29.0,29.25,13.163538,679800
2008-02-18,29.25,29.75,29.25,29.5,13.276047,600500
2008-02-19,29.5,29.75,29.25,29.5,13.276047,404300
2008-02-20,29.75,29.75,29.0,29.0,13.05103,233700
2008-02-22,29.25,30.0,29.25,29.75,13.388551000000001,1298700
2008-02-25,29.75,29.75,29.25,29.5,13.276047,353100
2008-02-26,29.75,29.75,29.0,29.0,13.05103,920700
2008-02-27,29.25,29.5,29.25,29.25,13.163538,201300
2008-02-28,29.25,29.25,29.0,29.0,13.05103,301100
2008-02-29,29.25,29.5,29.0,29.5,13.276047,361000
2008-03-03,29.25,29.75,29.25,29.5,13.276047,359200
2008-03-04,29.25,29.5,29.25,29.25,13.163538,412400
2008-03-05,29.25,29.25,29.0,29.0,13.05103,788900
2008-03-06,29.25,29.75,29.0,29.0,13.05103,649900
2008-03-07,29.0,29.25,28.75,29.0,13.05103,1061600
2008-03-10,28.5,28.75,28.25,28.25,12.713503,732600
2008-03-11,28.25,28.75,28.25,28.25,12.713503,701200
2008-03-12,28.75,29.25,28.75,29.25,13.163538,351900
2008-03-13,29.0,29.0,28.25,28.5,12.826013,1055200
2008-03-14,28.5,28.75,28.5,28.5,12.826013,187900
2008-03-17,28.5,28.5,28.0,28.25,12.713503,641900
2008-03-18,28.25,29.0,28.25,29.0,13.05103,396200
2008-03-19,29.25,29.25,28.75,29.0,13.05103,335500
2008-03-20,28.75,28.75,28.5,28.75,12.938521000000001,284400
2008-03-21,29.0,29.25,29.0,29.0,13.05103,328100
2008-03-24,29.0,29.75,28.75,29.5,13.276047,1330700
2008-03-25,28.25,28.5,28.0,28.25,13.299585,494500
2008-03-26,28.5,28.75,28.25,28.5,13.417283,580600
2008-03-27,28.5,29.25,28.25,29.25,13.770366000000001,1371000
2008-03-28,29.0,29.0,29.0,29.0,13.652673000000002,201300
