Date,Open,High,Low,Close,Adj Close,Volume
2009-09-25,10.3571,11.3571,10.1429,10.9286,9.177514,164218600
2009-09-28,11.1429,11.5714,10.9286,10.9286,9.177514,46018420
2009-09-29,11.2857,11.3571,10.5714,10.5714,8.877545,33554920
2009-09-30,10.5,10.7857,10.3571,10.6429,8.937593,16425920
2009-10-01,10.6429,10.8571,10.6429,10.7857,9.057508,6722800
2009-10-02,10.6429,10.9286,10.6429,10.7857,9.057508,4425960
2009-10-05,10.7857,10.8571,10.7143,10.7143,8.99755,3590020
2009-10-06,10.7857,10.8571,10.7143,10.7143,8.99755,4322780
2009-10-07,10.8571,11.2143,10.7857,11.2143,9.417436,20455120
2009-10-08,11.3571,11.3571,11.0,11.0,9.237472,8750560
2009-10-09,11.0714,11.2143,11.0,11.0,9.237472,4331040
2009-10-12,11.0,11.0714,10.9286,10.9286,9.177514,2533300
2009-10-13,11.0,11.0714,10.8571,10.8571,9.117471,4190200
2009-10-14,10.9286,10.9286,10.4286,10.5714,8.877545,7840980
2009-10-15,10.7143,10.7143,10.0,10.3571,8.697585,8119020
2009-10-16,10.3571,10.5714,10.3571,10.5,8.817587,4382700
2009-10-19,10.5,10.6429,10.4286,10.5714,8.877545,4127900
2009-10-20,10.6429,10.8571,10.5,10.5,8.817587,8744680
2009-10-21,10.5,10.6429,10.5,10.5,8.817587,2185960
2009-10-22,10.5,10.6429,10.4286,10.5714,8.877545,1912540
2009-10-26,10.5714,10.7143,10.5714,10.7143,8.99755,1339520
2009-10-27,10.7143,10.7143,10.5714,10.5714,8.877545,2561580
2009-10-28,10.6429,10.7143,10.5,10.5,8.817587,608580
2009-10-29,10.5,10.5,10.4286,10.4286,8.75763,1495200
2009-10-30,10.5,10.5714,10.3571,10.3571,8.697585,1420020
2009-11-02,10.2857,10.3571,10.2143,10.3571,8.697585,1618120
2009-11-03,10.4286,10.4286,10.3571,10.3571,8.697585,506940
2009-11-04,10.3571,10.5,10.3571,10.4286,8.75763,622440
2009-11-05,10.4286,10.4286,10.3571,10.3571,8.697585,1020600
2009-11-06,10.3571,10.6429,10.3571,10.4286,8.75763,3029880
2009-11-09,10.5,10.6429,10.4286,10.6429,8.937593,1836660
2009-11-10,10.7143,10.8571,10.6429,10.7857,9.057508,6797140
2009-11-11,10.7143,10.8571,10.7143,10.7857,9.057508,3244500
2009-11-12,10.7857,10.8571,10.7143,10.7143,8.99755,1901060
2009-11-13,10.7857,10.7857,10.6429,10.6429,8.937593,1190280
2009-11-16,10.6429,10.7857,10.5714,10.7143,8.99755,1476720
2009-11-17,10.7143,10.8571,10.7143,10.7143,8.99755,2861880
2009-11-18,10.7143,10.7857,10.5714,10.6429,8.937593,1408260
2009-11-19,10.6429,10.7143,10.6429,10.6429,8.937593,1413720
2009-11-20,10.7143,10.7143,10.6429,10.7143,8.99755,2055480
2009-11-23,10.7143,10.7857,10.6429,10.7857,9.057508,1298220
2009-11-24,10.7143,10.7857,10.6429,10.6429,9.063644,1375780
2009-11-25,10.6429,10.7143,10.6429,10.7143,9.124445,168840
2009-11-26,10.7143,10.7143,10.5714,10.5714,9.002751,1309700
2009-11-27,10.5714,10.6429,10.5,10.6429,9.063644,1050980
2009-11-30,10.6429,10.6429,10.5714,10.5714,9.002751,2130100
2009-12-01,10.6429,10.7143,10.5714,10.7143,9.124445,1522220
2009-12-02,10.7143,11.5,10.7143,11.2143,9.550255,18839660
2009-12-03,11.2143,12.1429,11.1429,11.9286,10.158562,25927020
2009-12-04,12.0,13.2857,12.0,13.0,11.070983,32185860
2009-12-08,13.1429,13.5714,12.9286,12.9286,11.010176,8916740
2009-12-09,12.9286,13.0,12.5714,12.9286,11.010176,6250020
2009-12-11,13.0,13.0,12.7143,12.7857,10.88848,2189320
2009-12-14,12.7857,13.0,12.6429,12.6429,10.766869999999999,3108560
2009-12-15,12.6429,12.7143,12.1429,12.2857,10.462675,6584340
2009-12-16,12.3571,12.5,12.3571,12.5,10.645171000000001,780920
2009-12-17,12.5714,12.7143,12.5,12.6429,10.766869999999999,1168720
2009-12-18,12.5714,12.6429,12.4286,12.5,10.645171000000001,521640
2009-12-21,12.5,12.6429,12.2857,12.2857,10.462675,539000
2009-12-22,12.3571,12.4286,12.3571,12.3571,10.523479,436100
2009-12-23,12.3571,12.8571,12.3571,12.8571,10.949284,3088260
2009-12-24,12.7857,12.8571,12.5714,12.5714,10.705977,816760
2009-12-25,12.5714,12.5714,12.5,12.5,10.645171000000001,330540
2009-12-28,12.5714,12.7143,12.5,12.5,10.645171000000001,392840
2009-12-29,12.5714,12.5714,12.3571,12.4286,10.584369,574280
2009-12-30,12.4286,12.6429,12.3571,12.3571,10.523479,547680
2010-01-04,12.5,12.5,12.2857,12.3571,10.523479,954100
2010-01-05,12.3571,12.7857,12.3571,12.5714,10.705977,5486040
2010-01-06,12.6429,13.5714,12.5714,13.5,11.496787,18960060
2010-01-07,13.5,13.7857,13.2143,13.6429,11.618487,14519960
2010-01-08,13.7143,13.9286,13.5714,13.6429,11.618487,5784100
2010-01-11,13.6429,14.2857,13.5714,14.2857,12.165899000000001,15988000
2010-01-12,14.2857,14.4286,14.0714,14.2143,12.105096000000001,5066180
2010-01-13,14.1429,15.0,14.0,14.9286,12.713403,9464980
2010-01-14,15.0,16.5714,15.0,16.2143,13.808323999999999,27674920
2010-01-15,16.3571,16.5714,15.7857,15.7857,13.443322,7346640
